BoundingBox_X1,BoundingBox_Y1,BoundingBox_X2,BoundingBox_Y2,Confidence,Label,Width,Height,AspectRatio
57,241,621,639,0.8128747344017029,0,564,398,1.4170854271356783
59,207,622,639,0.7699661254882812,0,563,432,1.3032407407407407
167,37,566,635,0.31427326798439026,0,399,598,0.6672240802675585
54,207,621,638,0.8100117444992065,0,567,431,1.3155452436194897
61,164,611,639,0.7709140777587891,0,550,475,1.1578947368421053
66,244,634,639,0.8314903974533081,0,568,395,1.4379746835443037
51,157,628,639,0.8220049142837524,0,577,482,1.1970954356846473
532,418,583,472,0.3494468331336975,41,51,54,0.9444444444444444
32,149,626,639,0.7544615864753723,0,594,490,1.2122448979591838
56,219,632,639,0.7985967993736267,0,576,420,1.3714285714285714
534,423,583,474,0.35092100501060486,41,49,51,0.9607843137254902
63,184,631,639,0.7178243398666382,0,568,455,1.2483516483516484
56,223,617,639,0.8238399624824524,0,561,416,1.3485576923076923
56,225,623,639,0.7946269512176514,0,567,414,1.3695652173913044
54,224,618,638,0.7704801559448242,0,564,414,1.3623188405797102
118,32,586,636,0.3008292615413666,0,468,604,0.7748344370860927
56,246,604,639,0.7470815777778625,0,548,393,1.3944020356234097
47,236,625,639,0.6945322751998901,0,578,403,1.43424317617866
535,419,583,470,0.3167978823184967,41,48,51,0.9411764705882353
67,230,623,639,0.774329662322998,0,556,409,1.3594132029339854
56,203,622,639,0.7971212863922119,0,566,436,1.298165137614679
56,240,632,639,0.806926965713501,0,576,399,1.443609022556391
536,421,583,471,0.39831364154815674,41,47,50,0.94
72,175,617,638,0.5187168121337891,0,545,463,1.1771058315334773
140,37,558,638,0.32874661684036255,0,418,601,0.6955074875207987
56,246,587,639,0.5003035664558411,0,531,393,1.3511450381679388
60,277,589,638,0.5548383593559265,0,529,361,1.4653739612188366
73,252,631,639,0.7349362373352051,0,558,387,1.441860465116279
148,43,587,637,0.38810500502586365,0,439,594,0.7390572390572391
70,73,565,640,0.4983808994293213,0,495,567,0.873015873015873
71,81,627,638,0.6772576570510864,0,556,557,0.9982046678635548
67,229,608,639,0.5598700046539307,0,541,410,1.3195121951219513
102,82,546,640,0.4749179184436798,0,444,558,0.7956989247311828
67,242,630,639,0.431180864572525,0,563,397,1.4181360201511335
116,80,606,640,0.4656856954097748,0,490,560,0.875
70,255,623,638,0.3502049744129181,0,553,383,1.443864229765013
71,247,615,639,0.3198385238647461,0,544,392,1.3877551020408163
74,212,606,639,0.5155958533287048,0,532,427,1.2459016393442623
62,118,611,639,0.45077523589134216,0,549,521,1.053742802303263
69,68,597,639,0.7005966901779175,0,528,571,0.9246935201401051
76,238,612,639,0.6439696550369263,0,536,401,1.3366583541147132
116,87,542,640,0.3670192360877991,0,426,553,0.7703435804701627
62,82,543,639,0.7430094480514526,0,481,557,0.8635547576301615
93,76,637,640,0.7323192358016968,0,544,564,0.9645390070921985
77,161,632,639,0.5765056610107422,0,555,478,1.1610878661087867
134,82,544,638,0.3680829703807831,0,410,556,0.737410071942446
97,80,635,639,0.7631508708000183,0,538,559,0.962432915921288
525,450,563,489,0.4433974027633667,41,38,39,0.9743589743589743
104,87,633,639,0.6917523145675659,0,529,552,0.9583333333333334
83,211,555,639,0.6970037817955017,0,472,428,1.102803738317757
70,84,566,639,0.6902531385421753,0,496,555,0.8936936936936937
82,79,620,640,0.7155067324638367,0,538,561,0.9590017825311943
115,88,543,640,0.6428180932998657,0,428,552,0.7753623188405797
68,209,575,639,0.43258094787597656,0,507,430,1.1790697674418604
85,180,626,639,0.6296504139900208,0,541,459,1.1786492374727668
97,84,623,639,0.7350388169288635,0,526,555,0.9477477477477477
527,453,565,492,0.34710949659347534,41,38,39,0.9743589743589743
76,188,599,639,0.699116587638855,0,523,451,1.1596452328159645
67,133,560,639,0.5406755805015564,0,493,506,0.974308300395257
77,206,577,639,0.7271142601966858,0,500,433,1.1547344110854503
76,193,581,639,0.6043163537979126,0,505,446,1.1322869955156951
530,452,564,488,0.3220755457878113,41,34,36,0.9444444444444444
74,137,567,639,0.4461667537689209,0,493,502,0.9820717131474104
78,192,596,639,0.6608162522315979,0,518,447,1.1588366890380313
80,201,595,639,0.7606334686279297,0,515,438,1.1757990867579908
530,453,563,488,0.4895206391811371,41,33,35,0.9428571428571428
112,70,637,638,0.551773726940155,0,525,568,0.9242957746478874
76,195,585,639,0.6500528454780579,0,509,444,1.1463963963963963
79,62,593,640,0.5894225239753723,0,514,578,0.889273356401384
531,453,563,488,0.30669206380844116,41,32,35,0.9142857142857143
77,145,609,639,0.6850560307502747,0,532,494,1.0769230769230769
78,217,589,639,0.6827746629714966,0,511,422,1.2109004739336493
75,221,576,639,0.6680107712745667,0,501,418,1.1985645933014355
123,73,557,640,0.5094080567359924,0,434,567,0.7654320987654321
71,250,579,638,0.4680299758911133,0,508,388,1.309278350515464
79,177,581,639,0.6849192380905151,0,502,462,1.0865800865800865
534,455,565,489,0.4747280478477478,41,31,34,0.9117647058823529
88,177,637,639,0.6263929605484009,0,549,462,1.1883116883116882
535,455,566,490,0.42772334814071655,41,31,35,0.8857142857142857
103,64,620,638,0.5214232802391052,0,517,574,0.9006968641114983
77,215,603,638,0.6892095804214478,0,526,423,1.243498817966903
151,42,551,632,0.305899977684021,0,400,590,0.6779661016949152
73,199,563,639,0.6285125613212585,0,490,440,1.1136363636363635
89,166,639,638,0.5941116809844971,0,550,472,1.1652542372881356
85,110,637,639,0.5210430026054382,0,552,529,1.0434782608695652
44,82,634,637,0.6742806434631348,0,590,555,1.063063063063063
57,77,635,638,0.4080793857574463,15,578,561,1.0303030303030303
35,36,632,640,0.5411064028739929,0,597,604,0.9884105960264901
29,116,637,638,0.36352062225341797,15,608,522,1.1647509578544062
40,153,610,640,0.5982377529144287,0,570,487,1.1704312114989732
69,194,583,639,0.4873847961425781,15,514,445,1.155056179775281
50,186,598,639,0.5623862743377686,0,548,453,1.2097130242825607
41,203,604,639,0.5349922776222229,15,563,436,1.2912844036697249
27,193,613,639,0.6889785528182983,0,586,446,1.3139013452914798
21,182,607,638,0.47189873456954956,15,586,456,1.2850877192982457
76,182,631,639,0.5283833146095276,15,555,457,1.214442013129103
71,183,633,638,0.36900997161865234,0,562,455,1.2351648351648352
74,180,621,639,0.6383854150772095,15,547,459,1.1917211328976034
78,172,633,638,0.4598788619041443,0,555,466,1.1909871244635193
77,204,620,638,0.4025401771068573,15,543,434,1.2511520737327189
69,163,625,638,0.7718490958213806,0,556,475,1.1705263157894736
80,158,619,638,0.6720818281173706,0,539,480,1.1229166666666666
95,146,636,638,0.5231882333755493,0,541,492,1.0995934959349594
97,137,637,638,0.3832632899284363,15,540,501,1.0778443113772456
95,136,636,640,0.47499653697013855,0,541,504,1.0734126984126984
95,268,639,639,0.36617305874824524,15,544,371,1.4663072776280324
76,101,633,638,0.6111255288124084,0,557,537,1.037243947858473
0,418,22,456,0.40310418605804443,41,22,38,0.5789473684210527
80,135,634,638,0.3968249559402466,15,554,503,1.1013916500994037
59,105,634,639,0.5981128215789795,0,575,534,1.0767790262172285
43,108,621,639,0.6481449604034424,0,578,531,1.088512241054614
51,111,620,640,0.6370261907577515,0,569,529,1.0756143667296787
45,108,626,639,0.7018038630485535,0,581,531,1.0941619585687383
60,112,626,638,0.6707816123962402,15,566,526,1.0760456273764258
61,99,637,638,0.6106669902801514,0,576,539,1.0686456400742115
58,114,624,639,0.6836663484573364,0,566,525,1.078095238095238
47,114,622,640,0.5948867201805115,0,575,526,1.0931558935361216
63,101,636,638,0.44574153423309326,15,573,537,1.0670391061452513
61,190,626,638,0.6319085955619812,15,565,448,1.2611607142857142
63,98,636,638,0.463218629360199,0,573,540,1.0611111111111111
58,103,634,638,0.5371403694152832,15,576,535,1.0766355140186916
53,103,636,639,0.40226417779922485,0,583,536,1.087686567164179
62,118,630,639,0.5083426237106323,15,568,521,1.09021113243762
60,110,636,638,0.4619981348514557,15,576,528,1.0909090909090908
51,115,625,639,0.33139723539352417,0,574,524,1.0954198473282444
63,115,629,639,0.5970463156700134,15,566,524,1.0801526717557253
56,113,627,639,0.3426264524459839,0,571,526,1.085551330798479
56,106,634,639,0.47611233592033386,0,578,533,1.0844277673545966
61,108,633,638,0.44802629947662354,15,572,530,1.079245283018868
41,109,622,639,0.5445287227630615,0,581,530,1.0962264150943397
64,109,637,638,0.4389677047729492,15,573,529,1.0831758034026464
65,154,636,638,0.5447817444801331,15,571,484,1.1797520661157024
55,113,629,640,0.7195270657539368,0,574,527,1.0891840607210626
62,110,635,638,0.5846177935600281,0,573,528,1.0852272727272727
60,100,629,638,0.607624888420105,15,569,538,1.0576208178438662
65,108,635,639,0.4520145058631897,0,570,531,1.073446327683616
68,117,632,638,0.7936747074127197,0,564,521,1.0825335892514396
66,108,634,638,0.5249863266944885,0,568,530,1.0716981132075472
65,127,626,639,0.5800417065620422,15,561,512,1.095703125
67,111,633,640,0.35918858647346497,0,566,529,1.0699432892249527
56,108,626,640,0.5239443182945251,0,570,532,1.0714285714285714
64,110,630,638,0.43776705861091614,15,566,528,1.071969696969697
65,116,637,638,0.6109461188316345,15,572,522,1.0957854406130267
63,111,636,639,0.3862822949886322,0,573,528,1.0852272727272727
65,121,634,639,0.5561704635620117,15,569,518,1.0984555984555984
56,98,637,638,0.49702394008636475,0,581,540,1.075925925925926
61,105,634,638,0.6309462189674377,15,573,533,1.075046904315197
54,101,637,638,0.5151243805885315,0,583,537,1.085661080074488
64,103,630,638,0.6013900637626648,15,566,535,1.0579439252336449
71,106,632,639,0.34241506457328796,0,561,533,1.0525328330206378
57,108,630,639,0.5552495718002319,0,573,531,1.07909604519774
69,109,637,638,0.677481472492218,0,568,529,1.0737240075614367
48,113,622,639,0.5886560082435608,0,574,526,1.091254752851711
55,108,626,639,0.6062575578689575,0,571,531,1.0753295668549905
65,108,632,638,0.7587432861328125,0,567,530,1.069811320754717
65,116,627,638,0.5611525774002075,15,562,522,1.0766283524904214
53,104,606,639,0.46303433179855347,0,553,535,1.033644859813084
67,116,631,638,0.7479215860366821,15,564,522,1.0804597701149425
61,213,635,638,0.6066698431968689,15,574,425,1.3505882352941176
54,198,631,639,0.6146043539047241,0,577,441,1.308390022675737
225,0,605,626,0.3219611644744873,15,380,626,0.6070287539936102
26,3,618,639,0.4733213484287262,0,592,636,0.9308176100628931
12,1,636,639,0.852103054523468,0,624,638,0.9780564263322884
26,0,597,639,0.6334875822067261,0,571,639,0.8935837245696401
0,421,20,455,0.3271079957485199,41,20,34,0.5882352941176471
5,3,619,638,0.7931513786315918,0,614,635,0.9669291338582677
76,3,638,637,0.42298653721809387,15,562,634,0.886435331230284
0,420,18,455,0.30867862701416016,41,18,35,0.5142857142857142
68,96,627,639,0.7060179114341736,15,559,543,1.0294659300184161
55,35,619,638,0.8480104207992554,0,564,603,0.9353233830845771
61,55,632,639,0.9022728204727173,0,571,584,0.9777397260273972
65,59,632,639,0.7084121108055115,0,567,580,0.9775862068965517
68,68,633,638,0.5113392472267151,15,565,570,0.9912280701754386
0,420,18,455,0.32207566499710083,41,18,35,0.5142857142857142
63,66,632,638,0.5965249538421631,15,569,572,0.9947552447552448
66,40,633,639,0.5106467604637146,0,567,599,0.9465776293823038
60,54,629,639,0.7797811031341553,0,569,585,0.9726495726495726
59,51,624,639,0.7977050542831421,0,565,588,0.9608843537414966
0,420,19,454,0.3045751452445984,41,19,34,0.5588235294117647
59,42,620,639,0.8138811588287354,0,561,597,0.9396984924623115
67,44,631,639,0.5681067705154419,15,564,595,0.9478991596638655
50,34,635,640,0.5585985779762268,0,585,606,0.9653465346534653
66,37,630,638,0.6500954627990723,15,564,601,0.9384359400998337
58,39,638,638,0.44742506742477417,0,580,599,0.9682804674457429
65,52,633,639,0.7129335403442383,15,568,587,0.9676320272572402
61,55,637,639,0.4204476773738861,0,576,584,0.9863013698630136
0,420,19,454,0.3310653567314148,41,19,34,0.5588235294117647
63,45,635,638,0.7726062536239624,0,572,593,0.9645868465430016
62,74,629,637,0.6527084708213806,15,567,563,1.0071047957371226
76,29,614,639,0.5694380402565002,0,538,610,0.8819672131147541
67,112,630,637,0.57923823595047,15,563,525,1.0723809523809524
63,58,632,638,0.608025312423706,0,569,580,0.9810344827586207
69,87,626,637,0.5884586572647095,15,557,550,1.0127272727272727
58,45,636,638,0.7852821946144104,0,578,593,0.9747048903878583
65,38,627,638,0.6686368584632874,0,562,600,0.9366666666666666
49,47,631,639,0.7450848817825317,0,582,592,0.9831081081081081
63,55,634,637,0.435732901096344,15,571,582,0.9810996563573883
56,44,617,639,0.7348206043243408,0,561,595,0.9428571428571428
63,53,629,639,0.7568526268005371,0,566,586,0.9658703071672355
69,79,612,637,0.6400883793830872,15,543,558,0.9731182795698925
81,52,610,639,0.41173112392425537,0,529,587,0.9011925042589438
72,69,629,637,0.6749169826507568,15,557,568,0.9806338028169014
66,86,629,637,0.6703943014144897,15,563,551,1.0217785843920144
48,42,633,639,0.4431019723415375,0,585,597,0.9798994974874372
58,63,631,639,0.6881870627403259,15,573,576,0.9947916666666666
67,183,620,637,0.7371277809143066,15,553,454,1.2180616740088106
71,112,630,637,0.7115419507026672,15,559,525,1.0647619047619048
70,55,638,638,0.5171054601669312,0,568,583,0.9742710120068611
76,88,633,637,0.5023104548454285,15,557,549,1.0145719489981786
68,68,633,637,0.5791563391685486,15,565,569,0.9929701230228472
57,47,634,640,0.47147104144096375,0,577,593,0.9730185497470489
61,48,635,638,0.687837541103363,0,574,590,0.9728813559322034
0,420,20,454,0.3769567310810089,41,20,34,0.5882352941176471
64,46,628,640,0.5928652882575989,0,564,594,0.9494949494949495
70,73,632,637,0.5331109762191772,15,562,564,0.9964539007092199
0,420,19,456,0.4027661383152008,41,19,36,0.5277777777777778
71,74,630,637,0.6902919411659241,15,559,563,0.9928952042628775
76,54,629,639,0.352272093296051,0,553,585,0.9452991452991453
67,59,625,639,0.5989543795585632,15,558,580,0.9620689655172414
64,36,628,640,0.4716245234012604,0,564,604,0.9337748344370861
70,59,632,639,0.7283257246017456,15,562,580,0.9689655172413794
0,420,19,455,0.38970378041267395,41,19,35,0.5428571428571428
63,32,635,638,0.6244325637817383,0,572,606,0.9438943894389439
67,58,630,636,0.36556297540664673,15,563,578,0.9740484429065744
0,420,18,456,0.3149789869785309,41,18,36,0.5
69,70,628,639,0.6862519383430481,15,559,569,0.9824253075571178
70,50,634,638,0.420823335647583,0,564,588,0.9591836734693877
69,45,615,639,0.7085445523262024,0,546,594,0.9191919191919192
66,62,634,638,0.4429952800273895,15,568,576,0.9861111111111112
65,64,623,639,0.6465819478034973,0,558,575,0.9704347826086956
68,76,629,637,0.6439586877822876,15,561,561,1.0
52,50,623,640,0.6673309206962585,0,571,590,0.9677966101694915
68,71,631,637,0.513286292552948,15,563,566,0.9946996466431095
62,50,636,639,0.6548938751220703,0,574,589,0.9745331069609507
0,420,18,457,0.31797274947166443,41,18,37,0.4864864864864865
77,39,631,639,0.5246403813362122,0,554,600,0.9233333333333333
71,67,629,637,0.4940677881240845,15,558,570,0.9789473684210527
68,83,633,637,0.6794390082359314,15,565,554,1.01985559566787
70,62,614,639,0.7660140991210938,0,544,577,0.9428076256499134
68,35,629,638,0.6229327321052551,0,561,603,0.9303482587064676
60,34,628,639,0.5311295390129089,15,568,605,0.9388429752066115
71,70,629,638,0.6170458197593689,15,558,568,0.9823943661971831
75,54,619,640,0.5487748384475708,0,544,586,0.9283276450511946
69,81,628,637,0.5292960405349731,15,559,556,1.0053956834532374
61,38,628,639,0.3640710711479187,0,567,601,0.9434276206322796
68,67,633,638,0.5833650231361389,15,565,571,0.989492119089317
65,53,623,639,0.48117032647132874,0,558,586,0.9522184300341296
60,59,619,639,0.7005050182342529,0,559,580,0.9637931034482758
65,63,628,637,0.5060195326805115,15,563,574,0.980836236933798
0,420,19,455,0.37889501452445984,41,19,35,0.5428571428571428
64,83,628,638,0.6273571252822876,15,564,555,1.0162162162162163
61,59,635,638,0.42624104022979736,0,574,579,0.9913644214162349
59,48,634,639,0.6175110936164856,0,575,591,0.9729272419627749
65,61,628,637,0.4254767596721649,15,563,576,0.9774305555555556
64,54,626,638,0.7224670052528381,15,562,584,0.9623287671232876
64,43,629,639,0.3433294892311096,0,565,596,0.947986577181208
74,75,631,638,0.7011189460754395,15,557,563,0.9893428063943162
0,420,19,456,0.45762118697166443,41,19,36,0.5277777777777778
67,55,632,639,0.8533561825752258,0,565,584,0.9674657534246576
70,115,632,637,0.6770433783531189,15,562,522,1.0766283524904214
80,50,631,639,0.4797765910625458,0,551,589,0.9354838709677419
0,420,19,455,0.3702172040939331,41,19,35,0.5428571428571428
63,48,636,639,0.7446565628051758,0,573,591,0.9695431472081218
66,76,628,637,0.6560133695602417,15,562,561,1.0017825311942958
63,55,631,639,0.38590043783187866,0,568,584,0.9726027397260274
65,77,632,637,0.6257836818695068,15,567,560,1.0125
69,94,631,638,0.7577995657920837,15,562,544,1.0330882352941178
64,149,625,638,0.7666177749633789,15,561,489,1.147239263803681
65,97,626,638,0.7091811299324036,15,561,541,1.0369685767097967
74,91,631,638,0.6033205986022949,15,557,547,1.0182815356489945
56,48,624,639,0.6088463664054871,15,568,591,0.961082910321489
47,38,606,640,0.3111293911933899,0,559,602,0.9285714285714286
35,20,633,638,0.8980589509010315,0,598,618,0.9676375404530745
24,26,622,639,0.8454698324203491,0,598,613,0.9755301794453507
64,26,610,639,0.5954716801643372,0,546,613,0.8907014681892332
47,73,632,638,0.3260491192340851,15,585,565,1.0353982300884956
30,20,630,638,0.8962812423706055,0,600,618,0.970873786407767
36,19,634,638,0.8975439071655273,0,598,619,0.9660743134087237
47,27,626,639,0.6341601014137268,15,579,612,0.946078431372549
65,40,633,638,0.42288511991500854,0,568,598,0.9498327759197325
43,41,611,640,0.6458458304405212,0,568,599,0.9482470784641068
48,26,627,639,0.3854984641075134,15,579,613,0.9445350734094616
45,41,637,640,0.684025228023529,0,592,599,0.988313856427379
57,75,630,638,0.6101359724998474,15,573,563,1.0177619893428065
48,41,620,640,0.6361327767372131,0,572,599,0.9549248747913188
59,60,636,638,0.3906247913837433,15,577,578,0.9982698961937716
89,20,631,638,0.4721939265727997,0,542,618,0.8770226537216829
46,26,623,640,0.34636834263801575,15,577,614,0.9397394136807817
58,160,632,639,0.47459903359413147,0,574,479,1.198329853862213
57,96,636,639,0.37508583068847656,15,579,543,1.0662983425414365
49,39,598,640,0.564879834651947,0,549,601,0.913477537437604
59,60,628,638,0.46396738290786743,15,569,578,0.9844290657439446
58,62,627,639,0.5594707727432251,15,569,577,0.9861351819757366
84,32,636,640,0.43456122279167175,0,552,608,0.9078947368421053
48,32,635,639,0.8913924098014832,0,587,607,0.9670510708401977
49,34,630,639,0.7005100846290588,0,581,605,0.9603305785123967
52,33,633,639,0.8430834412574768,0,581,606,0.9587458745874587
53,62,629,639,0.5250744819641113,0,576,577,0.9982668977469671
55,38,636,640,0.6185278296470642,15,581,602,0.9651162790697675
84,45,637,640,0.34804919362068176,0,553,595,0.9294117647058824
66,34,636,639,0.4423440992832184,0,570,605,0.9421487603305785
41,35,637,639,0.7184423208236694,0,596,604,0.9867549668874173
46,25,636,638,0.662388801574707,0,590,613,0.9624796084828712
59,37,636,638,0.5436435341835022,0,577,601,0.9600665557404326
56,36,632,639,0.7888792157173157,0,576,603,0.9552238805970149
52,35,635,639,0.6693003177642822,0,583,604,0.9652317880794702
56,30,635,638,0.8092209696769714,0,579,608,0.9523026315789473
49,40,632,640,0.7495392560958862,0,583,600,0.9716666666666667
52,32,638,638,0.8110066652297974,0,586,606,0.966996699669967
61,195,631,639,0.7516469955444336,0,570,444,1.2837837837837838
52,30,630,639,0.867475688457489,0,578,609,0.9490968801313628
52,47,629,639,0.5303911566734314,0,577,592,0.9746621621621622
60,62,636,637,0.39825546741485596,15,576,575,1.0017391304347827
53,40,631,639,0.8092679977416992,0,578,599,0.9649415692821369
52,35,634,639,0.5520358681678772,15,582,604,0.9635761589403974
64,32,621,640,0.5215868353843689,0,557,608,0.9161184210526315
58,42,637,638,0.5460910797119141,0,579,596,0.9714765100671141
57,46,628,639,0.5065847635269165,15,571,593,0.9629005059021922
57,36,633,639,0.568647027015686,15,576,603,0.9552238805970149
47,39,627,640,0.5536503195762634,0,580,601,0.9650582362728786
59,68,631,638,0.5033953189849854,15,572,570,1.0035087719298246
57,47,636,638,0.45221543312072754,0,579,591,0.9796954314720813
56,95,635,638,0.5362162590026855,15,579,543,1.0662983425414365
59,173,634,639,0.4290534555912018,0,575,466,1.2339055793991416
68,39,629,639,0.5278241038322449,0,561,600,0.935
54,32,631,639,0.5082383751869202,15,577,607,0.9505766062602965
54,50,608,640,0.6015163660049438,0,554,590,0.9389830508474576
40,36,627,640,0.6431277990341187,0,587,604,0.9718543046357616
56,59,636,638,0.40709584951400757,15,580,579,1.001727115716753
41,27,636,638,0.6366948485374451,0,595,611,0.9738134206219312
52,82,633,638,0.40341389179229736,15,581,556,1.0449640287769784
52,31,632,639,0.6418594717979431,15,580,608,0.9539473684210527
83,40,629,640,0.44359666109085083,0,546,600,0.91
58,47,631,640,0.6614254713058472,0,573,593,0.9662731871838112
59,178,633,639,0.5897157192230225,0,574,461,1.245119305856833
0,421,26,456,0.35919463634490967,41,26,35,0.7428571428571429
57,199,635,638,0.5741676688194275,15,578,439,1.316628701594533
57,204,632,638,0.45471999049186707,0,575,434,1.3248847926267282
47,35,637,639,0.7108964323997498,0,590,604,0.9768211920529801
55,120,633,637,0.4806962013244629,15,578,517,1.1179883945841393
58,165,634,639,0.4579901099205017,0,576,474,1.2151898734177216
56,36,631,640,0.6190592050552368,0,575,604,0.9519867549668874
59,66,635,638,0.4264028072357178,15,576,572,1.006993006993007
61,179,633,639,0.6730923652648926,0,572,460,1.2434782608695651
51,43,627,640,0.7666323184967041,0,576,597,0.964824120603015
53,42,631,639,0.64351487159729,0,578,597,0.9681742043551089
57,41,632,639,0.5205933451652527,0,575,598,0.9615384615384616
55,74,634,638,0.4578722417354584,15,579,564,1.0265957446808511
54,43,632,640,0.8168251514434814,0,578,597,0.9681742043551089
61,41,599,640,0.6359308362007141,0,538,599,0.8981636060100167
52,41,632,639,0.47760215401649475,15,580,598,0.9698996655518395
48,35,637,638,0.7660296559333801,0,589,603,0.9767827529021559
57,177,633,638,0.5957069396972656,0,576,461,1.2494577006507592
56,99,633,638,0.43305423855781555,15,577,539,1.0705009276437847
64,163,631,638,0.5728050470352173,0,567,475,1.1936842105263157
51,40,637,639,0.7241503000259399,0,586,599,0.9782971619365609
61,182,627,639,0.5118137001991272,0,566,457,1.2385120350109409
68,27,558,636,0.32310032844543457,0,490,609,0.8045977011494253
45,87,636,638,0.3069460988044739,15,591,551,1.072595281306715
59,184,633,638,0.6909418702125549,15,574,454,1.2643171806167401
68,53,636,638,0.5097219944000244,0,568,585,0.9709401709401709
60,180,634,638,0.4734615385532379,15,574,458,1.2532751091703056
63,46,639,638,0.5520564317703247,0,576,592,0.972972972972973
63,126,633,638,0.49542468786239624,15,570,512,1.11328125
42,117,637,639,0.5653589367866516,0,595,522,1.1398467432950192
59,144,637,638,0.40765124559402466,15,578,494,1.1700404858299596
58,78,636,638,0.6170502305030823,15,578,560,1.0321428571428573
72,35,635,639,0.5350995659828186,0,563,604,0.9321192052980133
119,38,634,638,0.5940093398094177,0,515,600,0.8583333333333333
59,107,626,638,0.399192750453949,15,567,531,1.0677966101694916
59,167,632,639,0.5200347900390625,0,573,472,1.2139830508474576
59,87,637,638,0.568198561668396,15,578,551,1.0490018148820326
50,51,636,639,0.46787554025650024,0,586,588,0.9965986394557823
56,42,626,639,0.636843740940094,15,570,597,0.9547738693467337
0,420,28,457,0.3005005121231079,41,28,37,0.7567567567567568
49,49,637,638,0.6947585940361023,0,588,589,0.99830220713073
65,76,633,637,0.36240503191947937,15,568,561,1.0124777183600713
56,45,635,639,0.5655394196510315,15,579,594,0.9747474747474747
61,34,638,638,0.4590218663215637,0,577,604,0.9552980132450332
60,108,632,638,0.7062942385673523,15,572,530,1.079245283018868
66,129,634,638,0.6968992948532104,15,568,509,1.1159135559921414
57,46,634,638,0.5258051753044128,0,577,592,0.9746621621621622
62,68,636,638,0.3900549113750458,15,574,570,1.0070175438596491
57,83,635,638,0.595523476600647,15,578,555,1.0414414414414415
52,37,638,638,0.4326171875,0,586,601,0.9750415973377704
47,30,637,639,0.6662688851356506,0,590,609,0.9688013136288999
63,101,634,637,0.5421420335769653,15,571,536,1.0652985074626866
57,69,636,638,0.6033360362052917,15,579,569,1.0175746924428823
86,31,628,639,0.502013087272644,0,542,608,0.8914473684210527
67,104,630,638,0.47789883613586426,15,563,534,1.054307116104869
57,41,632,639,0.46773403882980347,0,575,598,0.9615384615384616
65,43,634,638,0.6657595634460449,0,569,595,0.9563025210084034
67,91,632,638,0.5119763612747192,15,565,547,1.0329067641681902
59,87,631,638,0.5244367718696594,15,572,551,1.0381125226860255
50,46,635,640,0.5014758706092834,0,585,594,0.9848484848484849
67,174,629,638,0.5890791416168213,15,562,464,1.2112068965517242
62,95,634,638,0.5458177328109741,15,572,543,1.0534069981583793
0,421,21,456,0.350906103849411,41,21,35,0.6
64,149,633,639,0.31047287583351135,0,569,490,1.1612244897959183
75,44,638,639,0.6312441825866699,0,563,595,0.946218487394958
63,45,635,639,0.5521928668022156,15,572,594,0.9629629629629629
45,40,636,638,0.6280531883239746,0,591,598,0.9882943143812709
65,67,632,638,0.38045015931129456,15,567,571,0.9929947460595446
51,50,638,638,0.5108517408370972,0,587,588,0.9982993197278912
55,76,637,638,0.5104912519454956,15,582,562,1.0355871886120998
57,75,637,638,0.5718750357627869,15,580,563,1.030195381882771
48,45,638,638,0.4147603511810303,0,590,593,0.9949409780775716
63,156,636,638,0.5848613977432251,15,573,482,1.1887966804979253
60,169,636,639,0.4438539147377014,0,576,470,1.225531914893617
63,129,629,638,0.5243019461631775,15,566,509,1.111984282907662
65,175,627,638,0.5092067122459412,15,562,463,1.2138228941684666
93,42,637,637,0.40178182721138,0,544,595,0.9142857142857143
65,123,636,638,0.7681103348731995,15,571,515,1.10873786407767
68,103,625,638,0.6202280521392822,15,557,535,1.0411214953271029
68,55,630,637,0.4428245425224304,0,562,582,0.9656357388316151
68,94,635,638,0.6460738778114319,15,567,544,1.0422794117647058
74,49,638,639,0.3714534342288971,0,564,590,0.9559322033898305
65,142,635,638,0.655164361000061,15,570,496,1.1491935483870968
68,171,630,639,0.7209452986717224,15,562,468,1.2008547008547008
55,48,638,638,0.636901319026947,0,583,590,0.988135593220339
69,100,636,637,0.530439019203186,15,567,537,1.0558659217877095
67,38,635,638,0.5615947842597961,0,568,600,0.9466666666666667
69,156,623,638,0.32114115357398987,15,554,482,1.1493775933609958
65,129,633,638,0.5965409874916077,15,568,509,1.1159135559921414
51,44,636,639,0.5115140676498413,0,585,595,0.9831932773109243
66,58,633,639,0.45308148860931396,15,567,581,0.9759036144578314
69,139,632,638,0.683342456817627,15,563,499,1.128256513026052
66,90,626,638,0.6744090914726257,15,560,548,1.0218978102189782
65,95,632,638,0.5141271948814392,15,567,543,1.0441988950276244
69,46,639,638,0.4157630503177643,0,570,592,0.9628378378378378
66,110,635,638,0.6740955710411072,15,569,528,1.0776515151515151
66,55,640,640,0.33885669708251953,0,574,585,0.9811965811965812
64,144,634,638,0.6908284425735474,15,570,494,1.1538461538461537
57,96,636,638,0.5404642820358276,15,579,542,1.0682656826568266
67,142,630,639,0.3417460024356842,0,563,497,1.1327967806841046
72,114,633,638,0.6032276749610901,15,561,524,1.0706106870229009
75,45,635,639,0.3119344711303711,0,560,594,0.9427609427609428
71,112,626,638,0.6884691119194031,15,555,526,1.0551330798479088
76,43,625,638,0.586682140827179,0,549,595,0.9226890756302522
56,66,636,638,0.5339552760124207,15,580,572,1.013986013986014
